id	classId	categoryId	name	lvlReq	maxNumSelections	numSubsequentChoices	subsequentChoiceCat	prereqId	featId	description
49	2	3	Glory Domain	1	1	0	NULL	NULL	NULL	You are infused with the glory of the divine, and are a true foe of the undead, in addition when you channel positive energy to harm undead creatures the DC to halve the damage is increased by 2.
50	2	3	Good Domain	1	1	0	NULL	NULL	NULL	You have pledged your life and soul to goodness and purity.
51	2	3	Healing Domain	1	1	0	NULL	NULL	NULL	Your touch staves off pain and death, and your healing magic is particularly vital and potent.
52	2	3	Knowledge Domain	1	1	0	NULL	NULL	NULL	You are a scholar and a sage of legends, in addition treat all Knowledge skills as class skills.
53	2	3	Law Domain	1	1	0	NULL	NULL	NULL	You follow a strict and ordered code of laws, and in so doing achieve enlightenment.
54	2	3	Liberation Domain	1	1	0	NULL	NULL	NULL	You are a spirit of freedom and a staunch foe against all who would enslave and oppress.
55	2	3	Luck Domain	1	1	0	NULL	NULL	NULL	You are infused with luck and your mere presence can spread good fortune.
56	2	3	Madness Domain	1	1	0	NULL	NULL	NULL	You embrace the madness that lurks deep in your heart, and can unleash it to drive your foes insane or to sacrifice certain abilities to hone others.
57	2	3	Magic Domain	1	1	0	NULL	NULL	NULL	You are a true student of all things mystical, and see divinity in the purity of magic.
58	2	3	Nobility Domain	1	1	0	NULL	NULL	NULL	You are a great leader, an inspiration to all who follow the teachings of your faith.
59	2	3	Plant Domain	1	1	0	NULL	NULL	NULL	You find solace in the green, can grow defensive thorns, and can communicate with plants.
60	2	3	Protection Domain	1	1	0	NULL	NULL	NULL	Your faith is your greatest source of protection, and can use that faith to defend others. In addition, you receive a +1 resistance bonus on saving throws. This bonus increases by 1 for every 5 levels you possess.
61	2	3	Repose Domain	1	1	0	NULL	NULL	NULL	You see death not as something to be feared, but as a final rest and reward for a life well spent. The taint of undeath is a mockery of what you hold dear.
62	2	3	Rune Domain	1	1	0	NULL	NULL	NULL	In strange and eldritch runes you find potent magic. You gain Scribe Scroll as a bonus feat.
63	2	3	Strength Domain	1	1	0	NULL	NULL	NULL	In strength and brawn there is truth - your faith gives you incredible might and power.
64	2	3	Sun Domain	1	1	0	NULL	NULL	NULL	You see truth in the pure and burniing light of the sun, and can call upon its blessing or wrath to work great deeds.
65	2	3	Travel Domain	1	1	0	NULL	NULL	NULL	You are an explorer and find enlightenment in the simple joy of travel, be it by foot or conveyance or magic. Increase your base speed by 10 feet.
66	2	3	Trickery Domain	1	1	0	NULL	NULL	NULL	You are a master of illusions and deceptions. Bluff, Disguise, and Stealth are class skills.
67	2	3	War Domain	1	1	0	NULL	NULL	NULL	You are a crusader for your god, always ready and willing to fight to defend your faith.
68	2	3	Water Domain	1	1	0	NULL	NULL	NULL	You can manipulate water and mist and ice, conjure creatures of water, and resist cold.
69	2	3	Weather Domain	1	1	0	NULL	NULL	NULL	With power over storm and sky, you can call down the wrath of the gods upon the world below.
70	3	5	Nature Bond: Animal Companion	1	1	1	6	NULL	NULL	Form a close bond with an animal companion.
71	3	5	Nature Bond: Domain	1	1	1	7	NULL	NULL	Develop a close tie to the natural world.
72	3	6	Ape Companion	1	1	0	NULL	70	NULL	Ape companion
73	3	6	Badger (Wolverine) Companion	1	1	0	NULL	70	NULL	Badger or wolverine companion
74	3	6	Bear Companion	1	1	0	NULL	70	NULL	Bear companion
75	3	6	Bird (Eagle/Hawk/Owl) Companion	1	1	0	NULL	70	NULL	Bird companion
76	3	6	Boar Companion	1	1	0	NULL	70	NULL	Boar companion
77	3	6	Camel Companion	1	1	0	NULL	70	NULL	Camel companion
78	3	6	Big Cat (Lion/Tiger) Companion	1	1	0	NULL	70	NULL	Big cat companion
79	3	6	Small Cat (Cheetah/Leopard) Companion	1	1	0	NULL	70	NULL	Small cat companion
80	3	6	Crocodile (Alligator) Companion	1	1	0	NULL	70	NULL	Crocodile or alligator companion
81	3	6	Dinosaur (Deinonychus/Velociraptor) Companion	1	1	0	NULL	70	NULL	Dinosaur companion
82	3	6	Dog Companion	1	1	0	NULL	70	NULL	Dog companion
83	3	6	Horse Companion	1	1	0	NULL	70	NULL	Horse companion
84	3	6	Pony Companion	1	1	0	NULL	70	NULL	Pony companion
85	3	6	Shark Companion	1	1	0	NULL	70	NULL	Shark companion
86	3	6	Constrictor Snake Companion	1	1	0	NULL	70	NULL	Constrictor snake companion
87	3	6	Viper Snake Companion	1	1	0	NULL	70	NULL	Viper companion
88	3	6	Wolf Companion	1	1	0	NULL	70	NULL	Wolf companion
89	3	7	Air Domain	1	1	0	NULL	71	NULL	You can manipulate lightning, mist, and wind, traffic with air creatures, and are resistant to electricity damage.
90	3	7	Animal Domain	1	1	0	NULL	71	NULL	You can speak with and befriend animals with ease, in addition treat Knowledge(nature) as a class skill.
91	3	7	Earth Domain	1	1	0	NULL	71	NULL	You have mastery over earth, metal, and stone, and can fire darts of acid, and command earth creatures.
92	3	7	Fire Domain	1	1	0	NULL	71	NULL	You can call forth fire, command creatures of the inferno, and your flesh does not burn.
93	3	7	Plant Domain	1	1	0	NULL	71	NULL	You find solace in the green, can grow defensive thorns, and can communicate with plants
94	3	7	Water Domain	1	1	0	NULL	71	NULL	You can manipulate water and mist and ice, conjure creatures of water, and resist cold.
95	3	7	Weather Domain	1	1	0	NULL	71	NULL	With power over storm and sky, you can call down the wrath of the gods upon the world below.
96	7	1	Favored Enemy: Aberration	1	1	0	NULL	NULL	NULL	
97	7	1	Favored Enemy: Animal	1	1	0	NULL	NULL	NULL	
98	7	1	Favored Enemy: Construct	1	1	0	NULL	NULL	NULL	
99	7	1	Favored Enemy: Dragon	1	1	0	NULL	NULL	NULL	
100	7	1	Favored Enemy: Fey	1	1	0	NULL	NULL	NULL	
101	7	1	Favored Enemy: Humanoid (aquatic)	1	1	0	NULL	NULL	NULL	
102	7	1	Favored Enemy: Humanoid (dwarf)	1	1	0	NULL	NULL	NULL	
103	7	1	Favored Enemy: Humanoid (elf)	1	1	0	NULL	NULL	NULL	
104	7	1	Favored Enemy: Humanoid (giant)	1	1	0	NULL	NULL	NULL	
105	7	1	Favored Enemy: Humanoid (goblinoid)	1	1	0	NULL	NULL	NULL	
106	7	1	Favored Enemy: Humanoid (gnoll)	1	1	0	NULL	NULL	NULL	
107	7	1	Favored Enemy: Humanoid (gnome)	1	1	0	NULL	NULL	NULL	
108	7	1	Favored Enemy: Humanoid (halfling)	1	1	0	NULL	NULL	NULL	
109	7	1	Favored Enemy: Humanoid (human)	1	1	0	NULL	NULL	NULL	
110	7	1	Favored Enemy: Humanoid (orc)	1	1	0	NULL	NULL	NULL	
111	7	1	Favored Enemy: Humanoid (reptilian)	1	1	0	NULL	NULL	NULL	
112	7	1	Favored Enemy: Humanoid (other)	1	1	0	NULL	NULL	NULL	
113	7	1	Favored Enemy: Magical Beast	1	1	0	NULL	NULL	NULL	
114	7	1	Favored Enemy: Monstrous Humanoid	1	1	0	NULL	NULL	NULL	
115	7	1	Favored Enemy: Ooze	1	1	0	NULL	NULL	NULL	
116	7	1	Favored Enemy: Outsider (air)	1	1	0	NULL	NULL	NULL	
117	7	1	Favored Enemy: Outsider (chaotic)	1	1	0	NULL	NULL	NULL	
118	7	1	Favored Enemy: Outsider (earth)	1	1	0	NULL	NULL	NULL	
119	7	1	Favored Enemy: Outsider (evil)	1	1	0	NULL	NULL	NULL	
120	7	1	Favored Enemy: Outsider (fire)	1	1	0	NULL	NULL	NULL	
121	7	1	Favored Enemy: Outsider (good)	1	1	0	NULL	NULL	NULL	
122	7	1	Favored Enemy: Outsider (lawful)	1	1	0	NULL	NULL	NULL	
123	7	1	Favored Enemy: Outsider (native)	1	1	0	NULL	NULL	NULL	
124	7	1	Favored Enemy: Outsider (water)	1	1	0	NULL	NULL	NULL	
125	7	1	Favored Enemy: Plant	1	1	0	NULL	NULL	NULL	
126	7	1	Favored Enemy: Undead	1	1	0	NULL	NULL	NULL	
127	7	1	Favored Enemy: Vermin	1	1	0	NULL	NULL	NULL	
128	7	4	Combat Style: Archery	1	1	0	NULL	NULL	NULL	Archery combat style
129	7	4	Combat Style: Two-Weapon Combat	1	1	0	NULL	NULL	NULL	Two-weapon combat style
130	7	5	Bonus Feat: Far Shot	2	1	0	NULL	128	58	Far Shot bonus feat
131	7	5	Bonus Feat: Point-Blank Shot	2	1	0	NULL	128	121	Point-Blank Shot bonus feat
132	7	5	Bonus Feat: Precise Shot	2	1	0	NULL	128	123	Precise Shot bonus feat
133	7	5	Bonus Feat: Rapid Shot	2	1	0	NULL	128	127	Rapid Shot bonus feat
134	7	5	Bonus Feat: Improved Precise Shot	6	1	0	NULL	128	93	Improved Precise Shot bonus feat
135	7	5	Bonus Feat: ManyShot	6	1	0	NULL	128	108	ManyShot bonus feat
136	7	5	Bonus Feat: Pinpoint Targeting	10	1	0	NULL	128	120	Pinpoint Targeting bonus feat
137	7	5	Bonus Feat: Shot on the Run	10	1	0	NULL	128	138	Shot on the Run bonus feat
138	7	5	Bonus Feat: Double Slice	2	1	0	NULL	129	43	Double Slice bonus feat
139	7	5	Bonus Feat: Improved Shield Bash	2	1	0	NULL	129	94	Improved Shield Bash bonus feat
140	7	5	Bonus Feat: Quick Draw	2	1	0	NULL	129	124	Quick Draw bonus feat
141	7	5	Bonus Feat: Two-Weapon Fighting	2	1	0	NULL	129	165	Two-Weapon Fighting bonus feat
142	7	5	Bonus Feat: Improved Two-Weapon Fighting	6	1	0	NULL	129	97	Improved Two-Weapon Fighting bonus feat
143	7	5	Bonus Feat: Two-Weapon Defense	6	1	0	NULL	129	164	Two-Weapon Defense bonus feat
144	7	5	Bonus Feat: Greater Two-Weapon Fighting	10	1	0	NULL	129	75	Greater Two-Weapon Fighting bonus feat
145	7	5	Bonus Feat: Two-Weapon Rend	10	1	0	NULL	129	166	Two-Weapon Rend bonus feat
146	7	6	Favored Terrain: Cold (ice/glaciers/snow/tundra)	3	1	0	NULL	NULL	NULL	
147	7	6	Favored Terrain: Desert (sand and wastelands)	3	1	0	NULL	NULL	NULL	
148	7	6	Favored Terrain: Forest (coniferous and deciduous)	3	1	0	NULL	NULL	NULL	
149	7	6	Favored Terrain: Jungle	3	1	0	NULL	NULL	NULL	
150	7	6	Favored Terrain: Mountain (including hills)	3	1	0	NULL	NULL	NULL	
151	7	6	Favored Terrain: Plains	3	1	0	NULL	NULL	NULL	
152	7	6	Favored Terrain: Planes (pick one other than Material Plane)	3	1	0	NULL	NULL	NULL	
153	7	6	Favored Terrain: Swamp	3	1	0	NULL	NULL	NULL	
154	7	6	Favored Terrain: Underground (caves and dungeons)	3	1	0	NULL	NULL	NULL	
155	7	6	Favored Terrain: Urban (buildings/streets/sewers)	3	1	0	NULL	NULL	NULL	
156	7	6	Favored Terrain: Water (above and below the surface)	3	1	0	NULL	NULL	NULL	
157	7	7	Hunter's Bond: Companions	4	1	0	NULL	NULL	NULL	You may spend a move action to grant half of your favored enemy bonus against a single target of the appropriate type to all allies within 30 feet. This bonus lasts a number of rounds equal to your Wisdom modifier (minimum 1)
158	7	7	Hunter's Bond: Animal Companion	4	1	1	8	NULL	NULL	Select a loyal animal companion
159	7	8	Animal Companion: Badger	4	1	0	NULL	NULL	NULL	
160	7	8	Animal Companion: Bird	4	1	0	NULL	NULL	NULL	
161	7	8	Animal Companion: Camel	4	1	0	NULL	NULL	NULL	
162	7	8	Animal Companion: Cat (small)	4	1	0	NULL	NULL	NULL	
163	7	8	Animal Companion: Dire Rat	4	1	0	NULL	NULL	NULL	
164	7	8	Animal Companion: Dog	4	1	0	NULL	NULL	NULL	
165	7	8	Animal Companion: Horse	4	1	0	NULL	NULL	NULL	
166	7	8	Animal Companion: Pony	4	1	0	NULL	NULL	NULL	
167	7	8	Animal Companion: Viper Snake	4	1	0	NULL	NULL	NULL	
168	7	8	Animal Companion: Constrictor Snake	4	1	0	NULL	NULL	NULL	
169	7	8	Animal Companion: Wolf	4	1	0	NULL	NULL	NULL	
170	8	2	Rogue Talent: Bleeding Attack	2	1	0	NULL	NULL	NULL	You may cause a living opponent to bleed after being hit by a sneak attack. Bleeding creatures take 1 point of damage each round at the start of their turn for each die of the rogue's sneak attack. Bleeding can be stopped by a DC15 Heal check or the application of any affect that heals damage. Bleeding from this affect does not stack with itself. Bleeding bypasses all damage reduction. Only one talent may be used with each Sneak Attack.
171	8	2	Rogue Talent: Combat Trick	2	1	1	3	NULL	NULL	Select a bonus combat Feat
172	8	2	Rogue Talent: Fast Stealth	2	1	0	NULL	NULL	NULL	You may move at full speed while using the Stealth skill without penalty.
173	8	2	Rogue Talent: Finesse Rogue	2	1	0	NULL	NULL	169	Gain the Weapon Finesse bonus feat
174	8	2	Rogue Talent: Ledge Walker	2	1	0	NULL	NULL	NULL	You may move along narrow surfaces at full speed using the Acrobatics skill without penalty. You are not flat-footed when using Acrobatics to move along narrow surfaces.
175	8	2	Rogue Talent: Major Magic	2	1	0	NULL	176	NULL	You may cast a 1st level spell from the Sorcerer/Wizard spell list two times per day as a spell-like ability. The caster level for this ability is your Rogue level. The save DC for this spell is 11 + your Intelligence modifier. You must have an Intelligence of at least 11 to select this talent and the Minor Magic talent.
176	8	2	Rogue Talent: Minor Magic	2	1	0	NULL	NULL	NULL	You may cast a 0-level spell from the Sorcerer/Wizard spell list three times per day as a spell-like ability. The caster level for this ability is your Rogue level. The save DC for this spell is 10 + your Intelligence modifier. You must have an Intelligence of at least 10 to select this talent and the Minor Magic talent.
177	8	2	Rogue Talent: Quick Disable	2	1	0	NULL	NULL	NULL	It takes you half as long to disable a trap using the Disable Device skill (minimum 1 round).
178	8	2	Rogue Talent: Resiliency	2	1	0	NULL	NULL	NULL	Once per day you can gain a number of temporary hit points equal to your Rogue level to prevent yourself from dying. Activating this ability is an immediate action that can only be used when below 0 hit points. These hit points last for 1 minute. If your hit points drop below 0 due to the loss of these temporary hit points you fall unconscious and are dying as normal.
179	8	2	Rogue Talent: Rogue Crawl	2	1	0	NULL	NULL	NULL	While prone you move at half speed. This movement provokes attacks of opportunity as normal. You may take a 5-foot step while crawling.
180	8	2	Rogue Talent: Slow Reactions	2	1	0	NULL	NULL	NULL	Enemies damaged by your Sneak Attack can't make attacks of opportunity for 1 round. Only one talent may be used with each Sneak Attack.
181	8	2	Rogue Talent: Stand Up	2	1	0	NULL	NULL	NULL	You may stand up from prone as a free action. This movement still provokes attacks of opportunity when threatened by an enemy.
182	8	2	Rogue Talent: Surprise Attack	2	1	0	NULL	NULL	NULL	During the surprise round enemies are always considered flat-footed.
183	8	2	Rogue Talent: Trap Spotter	2	1	0	NULL	NULL	NULL	Whenever you come within 10 feet of a trap you receive an immediate Perception skill check to notice the trap. The GM should make this check in secret.
184	8	2	Rogue Talent: Weapon Training	2	1	0	NULL	NULL	170	You gain Weapon Focus as a bonus feat.
185	8	2	Rogue Talent: Crippling Strike	10	1	0	NULL	NULL	NULL	Your Sneak Attack also deals 2 points of Strength damage. Only one talent may be used with each Sneak Attack.
186	8	2	Rogue Talent: Defensive Roll	10	1	0	NULL	NULL	NULL	Once per day if you would be reduced to 0 or fewer hit points by combat damage (by a weapon attack or other blow) you may attempt to roll with the damage. To use this ability attempt a Reflex saving throw (DC = damage dealt). If the save succeeds you take only half damage; if it fails you take full damage. You must be aware of the attack and able to react to it and able to use your Dexterity bonus to AC.
187	8	2	Rogue Talent: Dispelling Attack	10	1	0	NULL	175	NULL	Opponents dealt damage by your Sneak Attack are affected by a targeted dispel magic effect. This removes the lowest level spell effect on the target. The caster level for this ability is equal to your Rogue level. You must have the Major Magic talent to choose this talent. Only one talent may be used with each Sneak Attack.
188	8	2	Rogue Talent: Improved Evasion	10	1	0	NULL	NULL	NULL	You take half damage on failed Reflex saves (only when not helpless).
189	8	2	Rogue Talent: Opportunist	10	1	0	NULL	NULL	NULL	Once per round you may make an attack of opportunity against an opponent who has just been struck for damage in melee by another character. This attack counts as an attack of opportunity for that round. Even if you have the Combat Reflexes feat you may only use this once per round.
190	8	2	Rogue Talent: Skill Mastery	10	6	0	NULL	NULL	NULL	Select a number of skills equal to 3+ your Intelligence modifier. When making aa skill check with one of these skills you may take a 10 even if stress and distractions would normally prevent you from doing so. You may select this talent multiple times and select additional skills each time.
191	8	2	Rogue Talent: Slippery Mind	10	1	0	NULL	NULL	NULL	If you fail a saving throw against an Enchantment spell or effect you may attempt it again 1 round later with the same DC. You get only one extra chance.
192	8	2	Rogue Talent: Feat	10	1	0	NULL	NULL	NULL	You may select a bonus feat.
193	9	1	Bloodline: Aberrant	1	1	0	NULL	NULL	NULL	There is a taint in your blood, one that is alien and bizarre. You tend to think in odd ways, approaching problems from an angle most would not expect. Over time, this taint manifests in your physical form.
194	9	1	Bloodline: Abyssal	1	1	0	NULL	NULL	NULL	Generations ago, a demon spread its filth into your heritage. While it does not manifest in all of your kin, for you it is particularly strong. You might sometimes have urges to chaos or evil, but your destiny (and alignment) is up to you
195	9	1	Bloodline: Arcane	1	1	1	2	NULL	NULL	Your family has always been skilled in the eldritch art of magic. While many of your relatives were accomplished wizards, your powers developed without the need for study and practice.
196	9	1	Bloodline: Celestial	1	1	0	NULL	NULL	NULL	Your bloodline is blessed by a celestial power, either from a celestial ancestor or through divine intervention. Although this power drives you along the path of good, your fate (and alignment) is your own to determine.
197	9	1	Bloodline: Destined	1	1	0	NULL	NULL	NULL	Your family is destined for greatness iin some way. Your birth could have been foretold in prophecy, or perhaps it occured during an especially auspicious event, such as a solar eclipse. Regardless of your bloodline's origin, you have a great future ahead.
198	9	1	Bloodline: Draconic	1	1	1	4	NULL	NULL	At some point in your family's history, a dragon interbred with your bloodline, and now its ancient power flows through your veins.
199	9	1	Bloodline: Elemental	1	1	1	5	NULL	NULL	The power of the elements resides in you, and at times you can hardly control its fury. This influence comes from an elemental outsider in your famiily history or a time when you or your relatives were exposed to a powerful elemental force.
200	9	1	Bloodline: Fey	1	1	0	NULL	NULL	NULL	The capricious nature of the fey runs in your family due to some intermingling of fey blood or magic. You are more emotional than most, prone to bouts of joy and rage.
201	9	1	Bloodline: Infernal	1	1	0	NULL	NULL	NULL	Somewhere in your family's history, a relative made a deal with a devil, and that pact has influenced your family line every since. In you, it manifests in direct and obvious ways, granting you powers and abilities. While your fate is still your own, you can't help but wonder if your ultimate reward is bound to the Pit.
202	9	1	Bloodline: Undead	1	1	0	NULL	NULL	NULL	The taint of the grave runs through your family. Perhaps one of your ancestors became a powerful lich or vampire, or maybe you were born dead before suddenly returning to life. Either way, the forces of death move through you and touch your every action.
203	9	2	Class Skill: Knowledge (Dungeoneering)	1	1	0	NULL	NULL	NULL	Knowledge (Dungeoneering) as a class skill
204	9	2	Class Skill: Knowledge (Engineering)	1	1	0	NULL	NULL	NULL	Knowledge (Engineering) as a class skill
205	9	2	Class Skill: Knowledge (Geography)	1	1	0	NULL	NULL	NULL	Knowledge (Geography) as a class skill
206	9	2	Class Skill: Knowledge (History)	1	1	0	NULL	NULL	NULL	Knowledge (History) as a class skill
207	9	2	Class Skill: Knowledge (Local)	1	1	0	NULL	NULL	NULL	Knowledge (Local) as a class skill
208	9	2	Class Skill: Knowledge (Nature)	1	1	0	NULL	NULL	NULL	Knowledge (Nature) as a class skill
209	9	2	Class Skill: Knowledge (Nobility)	1	1	0	NULL	NULL	NULL	Knowledge (Nobility) as a class skill
210	9	2	Class Skill: Knowledge (Planes)	1	1	0	NULL	NULL	NULL	Knowledge (Planes) as a class skill
211	9	2	Class Skill: Knowledge (Religion)	1	1	0	NULL	NULL	NULL	Knowledge (Religion) as a class skill
212	9	4	Draconic Bloodline: Black Dragon	1	1	0	NULL	NULL	NULL	Acid energy type
213	9	4	Draconic Bloodline: Blue Dragon	1	1	0	NULL	NULL	NULL	Electricity energy type
214	9	4	Draconic Bloodline: Green Dragon	1	1	0	NULL	NULL	NULL	Acid energy type
215	9	4	Draconic Bloodline: Red Dragon	1	1	0	NULL	NULL	NULL	Fire energy type
216	9	4	Draconic Bloodline: White Dragon	1	1	0	NULL	NULL	NULL	Cold energy type
217	9	4	Draconic Bloodline: Brass Dragon	1	1	0	NULL	NULL	NULL	Fire energy type
218	9	4	Draconic Bloodline: Bronze Dragon	1	1	0	NULL	NULL	NULL	Electricity energy type
